modelID : 0
2.0,4.0,0.0,1.0235294117647058,85.0,0.0,1.0588235294117647,34.0,0.0,1.1176470588235294,17.0,0.0,2.0,1.0,NaN,0
1.5,4.0,0.0,1.0235294117647058,85.0,0.0,1.0588235294117647,34.0,0.0,1.1176470588235294,17.0,0.0,2.0,1.0,NaN,0
modelID : 0
1.75,3.0,1.0,1.0198019801980198,101.0,0.0,2.0,1.0,NaN,1.1538461538461537,13.0,0.0,2.0,1.0,NaN,0
1.75,4.0,0.0,1.015209125475285,262.0,1.0,2.0,1.0,NaN,2.0,1.0,NaN,2.0,1.0,NaN,0
1.75,4.0,0.0,1.027027027027027,147.0,1.0,2.0,1.0,NaN,1.1176470588235294,17.0,0.0,2.0,1.0,NaN,0
1.75,4.0,0.0,1.0294117647058822,68.0,0.0,1.03125,64.0,0.0,2.0,1.0,NaN,2.0,1.0,NaN,0
1.75,4.0,0.0,1.013793103448276,289.0,1.0,2.0,1.0,NaN,2.0,1.0,NaN,2.0,1.0,NaN,0
1.75,4.0,0.0,1.0289855072463767,69.0,0.0,1.0363636363636364,55.0,0.0,2.0,1.0,NaN,1.6666666666666667,5.0,1.0,0
1.75,4.0,0.0,1.0165289256198347,121.0,0.0,2.0,1.0,NaN,2.0,1.0,NaN,2.0,1.0,NaN,0
1.75,4.0,0.0,1.0273972602739727,73.0,0.0,1.0298507462686568,67.0,0.0,2.0,1.0,NaN,1.6666666666666667,5.0,1.0,1
1.75,4.0,0.0,1.021978021978022,91.0,0.0,2.0,1.0,NaN,2.0,1.0,NaN,2.0,1.0,NaN,1
1.75,4.0,0.0,1.03125,64.0,0.0,1.0571428571428572,35.0,0.0,2.0,1.0,NaN,2.0,1.0,NaN,0
1.75,4.0,0.0,1.027027027027027,147.0,1.0,2.0,1.0,NaN,1.1176470588235294,17.0,0.0,2.0,1.0,NaN,0
1.75,4.0,0.0,1.0294117647058822,68.0,0.0,1.03125,64.0,0.0,2.0,1.0,NaN,2.0,1.0,NaN,0
1.75,4.0,0.0,1.0294117647058822,68.0,0.0,1.03125,64.0,0.0,2.0,1.0,NaN,2.0,1.0,NaN,0
