modelID : 0
2.0,3.0,0.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,8.0,1.2857142857142858,7.0,0.0,2.6457513110645907,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,14.0,1.25,15.0,1.0,3.872983346207417,0.0,0.0833333358168602,0.6875,0.6875,0.0625,15.0,1.0,15.0,1.0,3.0,1.1176470588235294,17.0,0.0,4.123105625617661,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,1.0,1.3076923076923077,12.0,1.0,3.4641016151377544,0.0,0.10000000149011612,0.0,0.0,0.07692307692307687,12.0,1.0,12.0,1.0,2.0,1.0714285714285714,28.0,0.0,5.291502622129181,0.0,0.0,0.0,0.0,0.0,28.0,0.0,28.0,0.0,5.0,1.6666666666666667,3.0,0.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,7.0,0
2.0,3.0,0.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,10.0,1.2857142857142858,7.0,0.0,2.6457513110645907,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,14.0,1.25,15.0,1.0,3.872983346207417,0.0,0.0833333358168602,0.6875,0.6875,0.0625,15.0,1.0,15.0,1.0,3.0,1.1176470588235294,17.0,0.0,4.123105625617661,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,1.0,1.3076923076923077,12.0,1.0,3.4641016151377544,0.0,0.10000000149011612,0.0,0.0,0.07692307692307687,12.0,1.0,12.0,1.0,2.0,1.0714285714285714,28.0,0.0,5.291502622129181,0.0,0.0,0.0,0.0,0.0,28.0,0.0,28.0,0.0,5.0,1.6666666666666667,3.0,0.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,7.0,0
2.0,3.0,0.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,9.0,1.1538461538461537,13.0,0.0,3.605551275463989,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,4.0,1.0909090909090908,22.0,0.0,4.69041575982343,0.0,0.0,0.0,0.0,0.0,22.0,0.0,22.0,0.0,6.0,1.1176470588235294,17.0,0.0,4.123105625617661,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,1.0,1.1538461538461537,13.0,0.0,3.605551275463989,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,6.0,1.0952380952380953,21.0,0.0,4.58257569495584,0.0,0.0,0.0,0.0,0.0,21.0,0.0,21.0,0.0,3.0,1.6666666666666667,3.0,0.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,5.0,0
2.0,3.0,0.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,6.0,1.125,16.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,3.0,1.08,25.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,5.0,1.2857142857142858,7.0,0.0,2.6457513110645907,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,48.0,1.3076923076923077,12.0,1.0,3.4641016151377544,0.0,0.1111111119389534,0.692307710647583,0.692307710647583,0.07692307692307687,12.0,1.0,12.0,1.0,13.0,1.2857142857142858,7.0,0.0,2.6457513110645907,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,15.0,1.6666666666666667,3.0,0.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,7.0,0
2.0,3.0,0.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,10.0,1.1538461538461537,13.0,0.0,3.605551275463989,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,3.0,1.125,16.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,4.0,1.1176470588235294,17.0,0.0,4.123105625617661,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,1.0,1.3076923076923077,12.0,1.0,3.4641016151377544,0.0,0.10000000149011612,0.0,0.0,0.07692307692307687,12.0,1.0,12.0,1.0,4.0,1.3333333333333333,6.0,0.0,2.449489742783178,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,46.0,1.6666666666666667,3.0,0.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,8.0,0
2.0,3.0,0.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,11.0,1.0512820512820513,39.0,0.0,6.244997998398398,0.0,0.0,0.0,0.0,0.0,39.0,0.0,39.0,0.0,2.0,1.1666666666666667,23.0,1.0,4.795831523312719,0.0,0.06666667014360428,0.680555522441864,0.680555522441864,0.04166666666666663,23.0,1.0,23.0,1.0,5.0,1.2857142857142858,7.0,0.0,2.6457513110645907,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,48.0,1.3076923076923077,12.0,1.0,3.4641016151377544,0.0,0.125,0.692307710647583,0.692307710647583,0.07692307692307687,12.0,1.0,12.0,1.0,13.0,1.25,8.0,0.0,2.8284271247461903,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,43.0,1.6666666666666667,3.0,0.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,8.0,0
2.0,3.0,0.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,10.0,1.3333333333333333,6.0,0.0,2.449489742783178,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,51.0,1.1,20.0,0.0,4.47213595499958,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,6.0,1.1176470588235294,17.0,0.0,4.123105625617661,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,1.0,1.1538461538461537,13.0,0.0,3.605551275463989,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,6.0,1.4,5.0,0.0,2.23606797749979,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,12.0,1.6666666666666667,3.0,0.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,11.0,0
2.0,3.0,0.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,7.0,1.2857142857142858,7.0,0.0,2.6457513110645907,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,14.0,1.25,15.0,1.0,3.872983346207417,0.0,0.0833333358168602,0.6875,0.6875,0.0625,15.0,1.0,15.0,1.0,3.0,1.1176470588235294,17.0,0.0,4.123105625617661,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,1.0,1.3076923076923077,12.0,1.0,3.4641016151377544,0.0,0.10000000149011612,0.0,0.0,0.07692307692307687,12.0,1.0,12.0,1.0,2.0,1.0714285714285714,28.0,0.0,5.291502622129181,0.0,0.0,0.0,0.0,0.0,28.0,0.0,28.0,0.0,5.0,1.6666666666666667,3.0,0.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,7.0,0
2.0,3.0,0.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,7.0,1.1333333333333333,15.0,0.0,3.872983346207417,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,9.0,1.105263157894737,19.0,0.0,4.358898943540674,0.0,0.0,0.0,0.0,0.0,19.0,0.0,19.0,0.0,5.0,1.1666666666666667,12.0,0.0,3.4641016151377544,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,1.0,1.3076923076923077,12.0,1.0,3.4641016151377544,0.0,0.1111111119389534,0.0,0.0,0.07692307692307687,12.0,1.0,12.0,1.0,5.0,1.25,8.0,0.0,2.8284271247461903,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,43.0,1.6666666666666667,3.0,0.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,6.0,0
2.0,3.0,0.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,8.0,1.1428571428571428,14.0,0.0,3.7416573867739413,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,3.0,1.0952380952380953,21.0,0.0,4.58257569495584,0.0,0.0,0.0,0.0,0.0,21.0,0.0,21.0,0.0,5.0,1.1176470588235294,17.0,0.0,4.123105625617661,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,1.0,1.3076923076923077,12.0,1.0,3.4641016151377544,0.0,0.10000000149011612,0.0,0.0,0.07692307692307687,12.0,1.0,12.0,1.0,8.0,1.1538461538461537,13.0,0.0,3.605551275463989,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,17.0,1.6666666666666667,3.0,0.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,8.0,0
