21.0,0.045454545454545456,0.47243592143058777,0.47243592143058777,0.0,-34.0,0.5,0.47243592143058777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.125,0.8891227841377258,0.9112982153892517,0.0,5.0,0.7894736842105263,0.8891227841377258,0.75,0.6666666666666666,0.8017837257372731,0.5,0.75,0.6666666666666666,0.8017837257372731,0.5,0.0,0.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,0.1,0.5982906222343445,0.7188034653663635,0.0,-6.0,0.25,0.5982906222343445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.14285714285714285,0.3888889253139496,0.3888889253139496,0.0,-6.0,0.16666666666666666,0.3888889253139496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.25,0.0,0.0,0.0,-4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12795549374130732,
19.0,0.05,0.587579071521759,0.6700632572174072,0.0,-27.0,0.18181818181818182,0.587579071521759,0.5,0.4444444444444444,0.4472135954999579,0.2857142857142857,0.5,0.4444444444444444,0.4472135954999579,0.2857142857142857,0.0,7.0,0.125,0.886363685131073,0.9090909361839294,0.0,8.0,0.9545454545454546,0.886363685131073,0.75,0.6666666666666666,0.8017837257372731,0.5,0.75,0.6666666666666666,0.8017837257372731,0.5,0.0,0.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,0.1,0.5337607264518738,0.6736325025558472,0.0,-6.0,0.25,0.5337607264518738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.1111111111111111,0.47979798913002014,0.47979798913002014,0.0,-10.0,0.5,0.47979798913002014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.25,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5632823365785813,
27.0,0.03571428571428571,0.606395959854126,0.6851167678833008,0.0,-29.0,0.07692307692307693,0.606395959854126,0.4,0.36363636363636365,0.3651483716701107,0.2222222222222222,0.4,0.36363636363636365,0.3651483716701107,0.2222222222222222,0.0,6.0,0.14285714285714285,0.8745453953742981,0.9121817946434021,0.0,10.0,0.9545454545454546,0.8745453953742981,0.75,0.6666666666666666,0.8017837257372731,0.5,0.75,0.6666666666666666,0.8017837257372731,0.5,0.0,0.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,0.16666666666666666,0.7400285601615906,0.8180199861526489,0.0,2.0,0.5833333333333334,0.7400285601615906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.09090909090909091,0.6581196784973145,0.6581196784973145,0.0,-15.0,0.8333333333333334,0.6581196784973145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.25,0.0,0.0,0.0,-4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12517385257301805,
26.0,0.037037037037037035,0.6915366053581238,0.7532292604446411,0.0,-26.0,0.3076923076923077,0.6915366053581238,0.4,0.2857142857142857,0.29814239699997197,0.16666666666666666,0.4,0.2857142857142857,0.29814239699997197,0.16666666666666666,0.0,6.0,0.14285714285714285,0.8745453953742981,0.9121817946434021,0.0,10.0,0.9545454545454546,0.8745453953742981,0.75,0.6666666666666666,0.8017837257372731,0.5,0.75,0.6666666666666666,0.8017837257372731,0.5,0.0,0.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,0.14285714285714285,0.6773504614830017,0.7741453051567078,0.0,0.0,1.0,0.6773504614830017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.1111111111111111,0.47979798913002014,0.47979798913002014,0.0,-10.0,0.5,0.47979798913002014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.25,0.0,0.0,0.0,-3.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5465924895688457,
23.0,0.041666666666666664,0.470085471868515,0.470085471868515,0.0,-40.0,0.16666666666666666,0.470085471868515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.14285714285714285,0.8745453953742981,0.9121817946434021,0.0,10.0,0.9545454545454546,0.8745453953742981,0.75,0.6666666666666666,0.8017837257372731,0.5,0.75,0.6666666666666666,0.8017837257372731,0.5,0.0,0.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.1111111111111111,0.6596459746360779,0.761752188205719,0.0,-4.0,0.4166666666666667,0.6596459746360779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.1111111111111111,0.47979798913002014,0.47979798913002014,0.0,-10.0,0.5,0.47979798913002014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.25,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5869262865090403,
27.0,0.03571428571428571,0.4886363744735718,0.4886363744735718,0.0,-46.0,0.5,0.4886363744735718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,0.9218500256538391,0.9374800324440002,0.0,11.0,0.8421052631578947,0.9218500256538391,0.75,0.75,0.857142857142857,0.6,0.75,0.75,0.857142857142857,0.6,0.0,0.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,0.1,0.5982906222343445,0.7188034653663635,0.0,-6.0,0.25,0.5982906222343445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.14285714285714285,0.5138888955116272,0.5138888955116272,0.0,-6.0,0.16666666666666666,0.5138888955116272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.25,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12994350282485878,
24.0,0.04,0.6228956580162048,0.6983165144920349,0.0,-37.0,0.18181818181818182,0.6228956580162048,0.5,0.3333333333333333,0.35355339059327373,0.2,0.5,0.3333333333333333,0.35355339059327373,0.2,0.0,3.0,0.25,0.9090909361839294,0.9272727370262146,0.0,16.0,1.0,0.9090909361839294,0.75,0.75,0.857142857142857,0.6,0.75,0.75,0.857142857142857,0.6,0.0,0.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,0.1,0.5337607264518738,0.6736325025558472,0.0,-6.0,0.25,0.5337607264518738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.1,0.4545454680919647,0.4545454680919647,0.0,-10.0,0.375,0.4545454680919647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,0.5555555820465088,0.5555555820465088,0.0,-1.0,0.3333333333333333,0.5555555820465088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5720338983050848,
28.0,0.034482758620689655,0.6669737696647644,0.7335790395736694,0.0,-24.0,0.24242424242424243,0.6669737696647644,0.3333333333333333,0.2857142857142857,0.2886751345948129,0.16666666666666666,0.3333333333333333,0.2857142857142857,0.2886751345948129,0.16666666666666666,0.0,3.0,0.25,0.953823983669281,0.9630591869354248,0.0,16.0,1.0,0.953823983669281,0.75,0.75,0.857142857142857,0.6,0.75,0.75,0.857142857142857,0.6,0.0,0.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,0.14285714285714285,0.6120268702507019,0.7284188270568848,0.0,0.0,0.5833333333333334,0.6120268702507019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.1,0.5365384817123413,0.5365384817123413,0.0,-10.0,0.25,0.5365384817123413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,0.6111111044883728,0.6111111044883728,0.0,-2.0,0.5,0.6111111044883728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1271186440677966,
31.0,0.03125,0.3989899158477783,0.3989899158477783,0.0,-56.0,0.16666666666666666,0.3989899158477783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.25,0.9393939971923828,0.9515151977539062,0.0,16.0,1.0,0.9393939971923828,0.75,0.75,0.857142857142857,0.6,0.75,0.75,0.857142857142857,0.6,0.0,0.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,0.14285714285714285,0.7770655155181885,0.8439458608627319,0.0,0.0,1.0,0.7770655155181885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.1,0.4545454680919647,0.4545454680919647,0.0,-10.0,0.375,0.4545454680919647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.25,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.596045197740113,
28.0,0.034482758620689655,0.6156806349754333,0.6156806349754333,0.0,-47.0,0.5555555555555556,0.6156806349754333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,0.8787878155708313,0.903030276298523,0.0,14.0,1.0,0.8787878155708313,0.75,0.75,0.857142857142857,0.6,0.75,0.75,0.857142857142857,0.6,0.0,0.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,0.1,0.6120268702507019,0.7284188270568848,0.0,-6.0,0.25,0.6120268702507019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.1,0.4545454680919647,0.4545454680919647,0.0,-10.0,0.375,0.4545454680919647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.25,0.0,0.0,0.0,-3.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57909604519774,
