4,1.54585421,-1,2440.638889,3.263888889,1.282644141,-1,919.125
65.98611111,3.974569597,0.066182609,708.3125,1,0,-1,0
75.15277778,3.993339133,0.067296825,0,1,0,-1,0
6.25,1.445171878,-1,0,1,0,-1,0
2.555555556,0.813147439,-1,1276.791667,1,0,-1,0
4,1.730769231,-1,2459.615385,3.461538462,1.551783334,-1,1101
53.46153846,3.851379083,0.06830134,0.153846154,1,0,-1,0
210,4.159665315,0.062613082,0,1,0,-1,0
10.53846154,2.462599683,-1,0,1,0,-1,0
4,1.394042788,-1,1997.615385,1,0,-1,0
4,1.889705882,-1,2470.191176,3.470588235,1.545761505,-1,1042.897059
58.57352941,4.004698109,0.061573823,1117.985294,1,0,-1,0
68.54411765,4.008831391,0.065650679,0,1,0,-1,0
5.235294118,1.439771749,-1,0,1,0,-1,0
1.764705882,0.517337454,-1,881.9558824,1,0,-1,0
4,1.585190246,-1,2433.848485,3.454545455,1.507921339,-1,1182.969697
71.06060606,4.055647686,0.063342127,847.1212121,1,0,-1,0
63.72727273,3.971743922,0.067898455,0,1,0,-1,0
7.666666667,1.490673149,-1,0,1,0,-1,0
2.303030303,0.782159943,-1,1150.848485,1,0,-1,0
4,1.523944471,-1,2443.076923,3.692307692,1.692808975,-1,1246.030769
70.13846154,4.021353959,0.064605257,583.9076923,1,0,-1,0
63.55384615,3.956938426,0.068373811,0,1,0,-1,0
8.015384615,1.380772462,-1,0,1,0,-1,0
2.830769231,0.963423942,-1,1415.2,1,0,-1,0
4,1.808650116,-1,2470.292365,3.599627561,1.549736104,-1,1190.283054
88.3538175,4.042530208,0.062538191,2.074487896,1,0,-1,0
11.51582868,1.162692037,-1,0,1,0,-1,0
5.163873371,1.261437619,-1,0,1,0,-1,0
4,1.373416771,-1,1997.931099,1,0,-1,0
4,1.794338344,-1,2464.605,3.46,1.472931115,-1,1138.195
105.975,4.15208545,0.061769305,1932.019167,1,0,-1,0
9.935,1.107197267,-1,0,1,0,-1,0
16.36,3.302886459,0.053136364,0,1,0,-1,0
0,0,-1,0,1,0,-1,0
4,1.666666667,-1,2458,3,1.362740278,-1,397.6666667
92.66666667,4.219169733,0.060665689,1997.666667,1,0,-1,0
74,4.027157903,0.057309278,0,1,0,-1,0
1.333333333,0.666666667,-1,0,1,0,-1,0
0,0,-1,0,1,0,-1,0
4,2,-1,2573,4,1.75,-1,1839.75
108.25,4.193554505,0.061817242,2000,1,0,-1,0
72.75,4.033201893,0.060370879,0,1,0,-1,0
0,0,-1,0,1,0,-1,0
0,0,-1,0,1,0,-1,0
4,1.5,-1,2562,3.727272727,1.704989773,-1,1232.818182
94,4.074915338,0.068466354,2000,1,0,-1,0
46,3.841299391,0.075630252,0,1,0,-1,0
0,0,-1,0,1,0,-1,0
0,0,-1,0,1,0,-1,0
3.5,1.79248125,-1,987.5,3.5,1.79248125,-1,987.5
51.5,3.89538365,0.067677071,997.5,51.5,3.89538365,0.067677071,997.5
53,3.603337492,0.068053777,0,53,3.603337492,0.068053777,0
15,3.346861828,0.047727273,0,15,3.346861828,0.047727273,0
2,0.75,-1,998.5,2,0.75,-1,998.5
4,2,-1,2341,4,1.833333333,-1,1252.333333
65,4.168070505,0.054426705,1996,1,0,-1,0
41,3.867464592,0.065953654,0,1,0,-1,0
4,2,0,0,1,0,-1,0
0,0,-1,0,1,0,-1,0
4,2,-1,2360.653846,3.653846154,1.606207853,-1,1117.192308
101.5769231,4.185351265,0.064811033,1998,1,0,-1,0
13.69230769,1.337635427,-1,0,1,0,-1,0
1.230769231,0.615384615,-1,0,1,0,-1,0
0,0,-1,0,1,0,-1,0
4,2,-1,2369,3,1.2009775,-1,723.2
